pair_id,split,input_path,target_path,source_filename
train_00318,train,dataset/train/input/train_00318.png,dataset/train/target/train_00318.png,3866.jpg
train_00319,train,dataset/train/input/train_00319.png,dataset/train/target/train_00319.png,4924.jpg
train_00320,train,dataset/train/input/train_00320.png,dataset/train/target/train_00320.png,334.jpg
train_00321,train,dataset/train/input/train_00321.png,dataset/train/target/train_00321.png,6845.jpg
train_00322,train,dataset/train/input/train_00322.png,dataset/train/target/train_00322.png,629.jpg
train_00323,train,dataset/train/input/train_00323.png,dataset/train/target/train_00323.png,5388.jpg
train_00324,train,dataset/train/input/train_00324.png,dataset/train/target/train_00324.png,4853.jpg
train_00325,train,dataset/train/input/train_00325.png,dataset/train/target/train_00325.png,2865.jpg
train_00326,train,dataset/train/input/train_00326.png,dataset/train/target/train_00326.png,8909.jpg
train_00327,train,dataset/train/input/train_00327.png,dataset/train/target/train_00327.png,2343.jpg
train_00328,train,dataset/train/input/train_00328.png,dataset/train/target/train_00328.png,8116.jpg
train_00329,train,dataset/train/input/train_00329.png,dataset/train/target/train_00329.png,4708.jpg
train_00330,train,dataset/train/input/train_00330.png,dataset/train/target/train_00330.png,6474.jpg
train_00331,train,dataset/train/input/train_00331.png,dataset/train/target/train_00331.png,1054.jpg
train_00332,train,dataset/train/input/train_00332.png,dataset/train/target/train_00332.png,377.jpg
train_00333,train,dataset/train/input/train_00333.png,dataset/train/target/train_00333.png,7106.jpg
train_00334,train,dataset/train/input/train_00334.png,dataset/train/target/train_00334.png,2057.jpg
train_00335,train,dataset/train/input/train_00335.png,dataset/train/target/train_00335.png,2125.jpg
train_00336,train,dataset/train/input/train_00336.png,dataset/train/target/train_00336.png,3979.jpg
train_00337,train,dataset/train/input/train_00337.png,dataset/train/target/train_00337.png,1008.jpg
train_00338,train,dataset/train/input/train_00338.png,dataset/train/target/train_00338.png,8870.jpg
train_00339,train,dataset/train/input/train_00339.png,dataset/train/target/train_00339.png,1488.jpg
train_00340,train,dataset/train/input/train_00340.png,dataset/train/target/train_00340.png,2943.jpg
train_00341,train,dataset/train/input/train_00341.png,dataset/train/target/train_00341.png,5794.jpg
train_00342,train,dataset/train/input/train_00342.png,dataset/train/target/train_00342.png,2710.jpg
train_00343,train,dataset/train/input/train_00343.png,dataset/train/target/train_00343.png,5934.jpg
train_00344,train,dataset/train/input/train_00344.png,dataset/train/target/train_00344.png,1246.jpg
train_00345,train,dataset/train/input/train_00345.png,dataset/train/target/train_00345.png,3398.jpg
train_00346,train,dataset/train/input/train_00346.png,dataset/train/target/train_00346.png,166.jpg
train_00347,train,dataset/train/input/train_00347.png,dataset/train/target/train_00347.png,43.jpg
train_00348,train,dataset/train/input/train_00348.png,dataset/train/target/train_00348.png,1176.jpg
train_00349,train,dataset/train/input/train_00349.png,dataset/train/target/train_00349.png,5091.jpg
train_00350,train,dataset/train/input/train_00350.png,dataset/train/target/train_00350.png,2681.jpg
train_00351,train,dataset/train/input/train_00351.png,dataset/train/target/train_00351.png,4952.jpg
train_00352,train,dataset/train/input/train_00352.png,dataset/train/target/train_00352.png,8482.jpg
train_00353,train,dataset/train/input/train_00353.png,dataset/train/target/train_00353.png,7988.jpg
train_00354,train,dataset/train/input/train_00354.png,dataset/train/target/train_00354.png,319.jpg
train_00355,train,dataset/train/input/train_00355.png,dataset/train/target/train_00355.png,7042.jpg
train_00356,train,dataset/train/input/train_00356.png,dataset/train/target/train_00356.png,1688.jpg
train_00357,train,dataset/train/input/train_00357.png,dataset/train/target/train_00357.png,1821.jpg
train_00358,train,dataset/train/input/train_00358.png,dataset/train/target/train_00358.png,1932.jpg
train_00359,train,dataset/train/input/train_00359.png,dataset/train/target/train_00359.png,1209.jpg
train_00360,train,dataset/train/input/train_00360.png,dataset/train/target/train_00360.png,8289.jpg
train_00361,train,dataset/train/input/train_00361.png,dataset/train/target/train_00361.png,1383.jpg
train_00362,train,dataset/train/input/train_00362.png,dataset/train/target/train_00362.png,1060.jpg
train_00363,train,dataset/train/input/train_00363.png,dataset/train/target/train_00363.png,2778.jpg
train_00364,train,dataset/train/input/train_00364.png,dataset/train/target/train_00364.png,6647.jpg
train_00365,train,dataset/train/input/train_00365.png,dataset/train/target/train_00365.png,4917.jpg
train_00366,train,dataset/train/input/train_00366.png,dataset/train/target/train_00366.png,3812.jpg
train_00367,train,dataset/train/input/train_00367.png,dataset/train/target/train_00367.png,2055.jpg
train_00368,train,dataset/train/input/train_00368.png,dataset/train/target/train_00368.png,6018.jpg
train_00369,train,dataset/train/input/train_00369.png,dataset/train/target/train_00369.png,7975.jpg
train_00370,train,dataset/train/input/train_00370.png,dataset/train/target/train_00370.png,4982.jpg
train_00371,train,dataset/train/input/train_00371.png,dataset/train/target/train_00371.png,1608.jpg
train_00372,train,dataset/train/input/train_00372.png,dataset/train/target/train_00372.png,3286.jpg
train_00373,train,dataset/train/input/train_00373.png,dataset/train/target/train_00373.png,9079.jpg
train_00374,train,dataset/train/input/train_00374.png,dataset/train/target/train_00374.png,9785.jpg
train_00375,train,dataset/train/input/train_00375.png,dataset/train/target/train_00375.png,8039.jpg
train_00376,train,dataset/train/input/train_00376.png,dataset/train/target/train_00376.png,6842.jpg
train_00377,train,dataset/train/input/train_00377.png,dataset/train/target/train_00377.png,4840.jpg
train_00378,train,dataset/train/input/train_00378.png,dataset/train/target/train_00378.png,2311.jpg
train_00379,train,dataset/train/input/train_00379.png,dataset/train/target/train_00379.png,5661.jpg
train_00380,train,dataset/train/input/train_00380.png,dataset/train/target/train_00380.png,1923.jpg
train_00381,train,dataset/train/input/train_00381.png,dataset/train/target/train_00381.png,8161.jpg
train_00382,train,dataset/train/input/train_00382.png,dataset/train/target/train_00382.png,9432.jpg
train_00383,train,dataset/train/input/train_00383.png,dataset/train/target/train_00383.png,2740.jpg
train_00384,train,dataset/train/input/train_00384.png,dataset/train/target/train_00384.png,172.jpg
train_00385,train,dataset/train/input/train_00385.png,dataset/train/target/train_00385.png,6884.jpg
train_00386,train,dataset/train/input/train_00386.png,dataset/train/target/train_00386.png,4832.jpg
train_00387,train,dataset/train/input/train_00387.png,dataset/train/target/train_00387.png,473.jpg
train_00388,train,dataset/train/input/train_00388.png,dataset/train/target/train_00388.png,2469.jpg
train_00389,train,dataset/train/input/train_00389.png,dataset/train/target/train_00389.png,4794.jpg
train_00390,train,dataset/train/input/train_00390.png,dataset/train/target/train_00390.png,15.jpg
train_00391,train,dataset/train/input/train_00391.png,dataset/train/target/train_00391.png,5147.jpg
train_00392,train,dataset/train/input/train_00392.png,dataset/train/target/train_00392.png,1835.jpg
train_00393,train,dataset/train/input/train_00393.png,dataset/train/target/train_00393.png,7805.jpg
train_00394,train,dataset/train/input/train_00394.png,dataset/train/target/train_00394.png,9903.jpg
train_00395,train,dataset/train/input/train_00395.png,dataset/train/target/train_00395.png,6219.jpg
train_00396,train,dataset/train/input/train_00396.png,dataset/train/target/train_00396.png,3300.jpg
train_00397,train,dataset/train/input/train_00397.png,dataset/train/target/train_00397.png,76.jpg
train_00398,train,dataset/train/input/train_00398.png,dataset/train/target/train_00398.png,2507.jpg
train_00399,train,dataset/train/input/train_00399.png,dataset/train/target/train_00399.png,3288.jpg
train_00400,train,dataset/train/input/train_00400.png,dataset/train/target/train_00400.png,4866.jpg
train_00401,train,dataset/train/input/train_00401.png,dataset/train/target/train_00401.png,8932.jpg
train_00402,train,dataset/train/input/train_00402.png,dataset/train/target/train_00402.png,6382.jpg
train_00403,train,dataset/train/input/train_00403.png,dataset/train/target/train_00403.png,1260.jpg
train_00404,train,dataset/train/input/train_00404.png,dataset/train/target/train_00404.png,4870.jpg
train_00405,train,dataset/train/input/train_00405.png,dataset/train/target/train_00405.png,4835.jpg
train_00406,train,dataset/train/input/train_00406.png,dataset/train/target/train_00406.png,8577.jpg
train_00407,train,dataset/train/input/train_00407.png,dataset/train/target/train_00407.png,6642.jpg
train_00408,train,dataset/train/input/train_00408.png,dataset/train/target/train_00408.png,4384.jpg
train_00409,train,dataset/train/input/train_00409.png,dataset/train/target/train_00409.png,2482.jpg
train_00410,train,dataset/train/input/train_00410.png,dataset/train/target/train_00410.png,7578.jpg
train_00411,train,dataset/train/input/train_00411.png,dataset/train/target/train_00411.png,3571.jpg
train_00412,train,dataset/train/input/train_00412.png,dataset/train/target/train_00412.png,1868.jpg
train_00413,train,dataset/train/input/train_00413.png,dataset/train/target/train_00413.png,7209.jpg
train_00414,train,dataset/train/input/train_00414.png,dataset/train/target/train_00414.png,7931.jpg
train_00415,train,dataset/train/input/train_00415.png,dataset/train/target/train_00415.png,5473.jpg
train_00416,train,dataset/train/input/train_00416.png,dataset/train/target/train_00416.png,9600.jpg
train_00417,train,dataset/train/input/train_00417.png,dataset/train/target/train_00417.png,2915.jpg
train_00418,train,dataset/train/input/train_00418.png,dataset/train/target/train_00418.png,2392.jpg
train_00419,train,dataset/train/input/train_00419.png,dataset/train/target/train_00419.png,2410.jpg
train_00420,train,dataset/train/input/train_00420.png,dataset/train/target/train_00420.png,3151.jpg
train_00421,train,dataset/train/input/train_00421.png,dataset/train/target/train_00421.png,2330.jpg
train_00422,train,dataset/train/input/train_00422.png,dataset/train/target/train_00422.png,402.jpg
train_00423,train,dataset/train/input/train_00423.png,dataset/train/target/train_00423.png,6612.jpg
train_00424,train,dataset/train/input/train_00424.png,dataset/train/target/train_00424.png,3479.jpg
train_00425,train,dataset/train/input/train_00425.png,dataset/train/target/train_00425.png,4638.jpg
train_00426,train,dataset/train/input/train_00426.png,dataset/train/target/train_00426.png,7916.jpg
train_00427,train,dataset/train/input/train_00427.png,dataset/train/target/train_00427.png,6773.jpg
train_00428,train,dataset/train/input/train_00428.png,dataset/train/target/train_00428.png,5015.jpg
train_00429,train,dataset/train/input/train_00429.png,dataset/train/target/train_00429.png,2820.jpg
train_00430,train,dataset/train/input/train_00430.png,dataset/train/target/train_00430.png,1760.jpg
train_00431,train,dataset/train/input/train_00431.png,dataset/train/target/train_00431.png,4030.jpg
train_00432,train,dataset/train/input/train_00432.png,dataset/train/target/train_00432.png,8319.jpg
train_00433,train,dataset/train/input/train_00433.png,dataset/train/target/train_00433.png,7556.jpg
train_00434,train,dataset/train/input/train_00434.png,dataset/train/target/train_00434.png,9036.jpg
train_00435,train,dataset/train/input/train_00435.png,dataset/train/target/train_00435.png,4174.jpg
train_00436,train,dataset/train/input/train_00436.png,dataset/train/target/train_00436.png,4785.jpg
train_00437,train,dataset/train/input/train_00437.png,dataset/train/target/train_00437.png,2429.jpg
train_00438,train,dataset/train/input/train_00438.png,dataset/train/target/train_00438.png,5742.jpg
train_00439,train,dataset/train/input/train_00439.png,dataset/train/target/train_00439.png,9690.jpg
train_00440,train,dataset/train/input/train_00440.png,dataset/train/target/train_00440.png,2273.jpg
train_00441,train,dataset/train/input/train_00441.png,dataset/train/target/train_00441.png,6220.jpg
train_00442,train,dataset/train/input/train_00442.png,dataset/train/target/train_00442.png,7909.jpg
train_00443,train,dataset/train/input/train_00443.png,dataset/train/target/train_00443.png,2214.jpg
train_00444,train,dataset/train/input/train_00444.png,dataset/train/target/train_00444.png,8486.jpg
train_00445,train,dataset/train/input/train_00445.png,dataset/train/target/train_00445.png,7507.jpg
train_00446,train,dataset/train/input/train_00446.png,dataset/train/target/train_00446.png,5891.jpg
train_00447,train,dataset/train/input/train_00447.png,dataset/train/target/train_00447.png,6279.jpg
train_00448,train,dataset/train/input/train_00448.png,dataset/train/target/train_00448.png,8063.jpg
train_00449,train,dataset/train/input/train_00449.png,dataset/train/target/train_00449.png,3921.jpg
train_00450,train,dataset/train/input/train_00450.png,dataset/train/target/train_00450.png,9192.jpg
train_00451,train,dataset/train/input/train_00451.png,dataset/train/target/train_00451.png,5326.jpg
train_00452,train,dataset/train/input/train_00452.png,dataset/train/target/train_00452.png,258.jpg
train_00453,train,dataset/train/input/train_00453.png,dataset/train/target/train_00453.png,1096.jpg
train_00454,train,dataset/train/input/train_00454.png,dataset/train/target/train_00454.png,7837.jpg
train_00455,train,dataset/train/input/train_00455.png,dataset/train/target/train_00455.png,6044.jpg
train_00456,train,dataset/train/input/train_00456.png,dataset/train/target/train_00456.png,2972.jpg
train_00457,train,dataset/train/input/train_00457.png,dataset/train/target/train_00457.png,8780.jpg
train_00458,train,dataset/train/input/train_00458.png,dataset/train/target/train_00458.png,82.jpg
train_00459,train,dataset/train/input/train_00459.png,dataset/train/target/train_00459.png,1768.jpg
train_00460,train,dataset/train/input/train_00460.png,dataset/train/target/train_00460.png,1807.jpg
train_00461,train,dataset/train/input/train_00461.png,dataset/train/target/train_00461.png,7166.jpg
train_00462,train,dataset/train/input/train_00462.png,dataset/train/target/train_00462.png,8723.jpg
train_00463,train,dataset/train/input/train_00463.png,dataset/train/target/train_00463.png,3263.jpg
train_00464,train,dataset/train/input/train_00464.png,dataset/train/target/train_00464.png,1325.jpg
train_00465,train,dataset/train/input/train_00465.png,dataset/train/target/train_00465.png,316.jpg
train_00466,train,dataset/train/input/train_00466.png,dataset/train/target/train_00466.png,9536.jpg
train_00467,train,dataset/train/input/train_00467.png,dataset/train/target/train_00467.png,7326.jpg
train_00468,train,dataset/train/input/train_00468.png,dataset/train/target/train_00468.png,7971.jpg
train_00469,train,dataset/train/input/train_00469.png,dataset/train/target/train_00469.png,5952.jpg
train_00470,train,dataset/train/input/train_00470.png,dataset/train/target/train_00470.png,8037.jpg
train_00471,train,dataset/train/input/train_00471.png,dataset/train/target/train_00471.png,2062.jpg
train_00472,train,dataset/train/input/train_00472.png,dataset/train/target/train_00472.png,2176.jpg
train_00473,train,dataset/train/input/train_00473.png,dataset/train/target/train_00473.png,5316.jpg
train_00474,train,dataset/train/input/train_00474.png,dataset/train/target/train_00474.png,4605.jpg
train_00475,train,dataset/train/input/train_00475.png,dataset/train/target/train_00475.png,8133.jpg
train_00476,train,dataset/train/input/train_00476.png,dataset/train/target/train_00476.png,3601.jpg
train_00477,train,dataset/train/input/train_00477.png,dataset/train/target/train_00477.png,1456.jpg
train_00478,train,dataset/train/input/train_00478.png,dataset/train/target/train_00478.png,202.jpg
train_00479,train,dataset/train/input/train_00479.png,dataset/train/target/train_00479.png,2667.jpg
val_00000,val,dataset/val/input/val_00000.png,dataset/val/target/val_00000.png,9598.jpg
val_00001,val,dataset/val/input/val_00001.png,dataset/val/target/val_00001.png,7989.jpg
val_00002,val,dataset/val/input/val_00002.png,dataset/val/target/val_00002.png,3682.jpg
val_00003,val,dataset/val/input/val_00003.png,dataset/val/target/val_00003.png,3237.jpg
val_00004,val,dataset/val/input/val_00004.png,dataset/val/target/val_00004.png,8394.jpg
val_00005,val,dataset/val/input/val_00005.png,dataset/val/target/val_00005.png,9774.jpg
val_00006,val,dataset/val/input/val_00006.png,dataset/val/target/val_00006.png,3494.jpg
val_00007,val,dataset/val/input/val_00007.png,dataset/val/target/val_00007.png,3454.jpg
val_00008,val,dataset/val/input/val_00008.png,dataset/val/target/val_00008.png,3813.jpg
val_00009,val,dataset/val/input/val_00009.png,dataset/val/target/val_00009.png,3758.jpg
val_00010,val,dataset/val/input/val_00010.png,dataset/val/target/val_00010.png,2802.jpg
val_00011,val,dataset/val/input/val_00011.png,dataset/val/target/val_00011.png,3698.jpg
val_00012,val,dataset/val/input/val_00012.png,dataset/val/target/val_00012.png,9873.jpg
val_00013,val,dataset/val/input/val_00013.png,dataset/val/target/val_00013.png,1772.jpg
val_00014,val,dataset/val/input/val_00014.png,dataset/val/target/val_00014.png,4674.jpg
val_00015,val,dataset/val/input/val_00015.png,dataset/val/target/val_00015.png,4838.jpg
val_00016,val,dataset/val/input/val_00016.png,dataset/val/target/val_00016.png,5717.jpg
val_00017,val,dataset/val/input/val_00017.png,dataset/val/target/val_00017.png,5819.jpg
val_00018,val,dataset/val/input/val_00018.png,dataset/val/target/val_00018.png,1409.jpg
val_00019,val,dataset/val/input/val_00019.png,dataset/val/target/val_00019.png,4208.jpg
val_00020,val,dataset/val/input/val_00020.png,dataset/val/target/val_00020.png,6620.jpg
val_00021,val,dataset/val/input/val_00021.png,dataset/val/target/val_00021.png,2428.jpg
val_00022,val,dataset/val/input/val_00022.png,dataset/val/target/val_00022.png,4477.jpg
val_00023,val,dataset/val/input/val_00023.png,dataset/val/target/val_00023.png,7476.jpg
val_00024,val,dataset/val/input/val_00024.png,dataset/val/target/val_00024.png,6086.jpg
val_00025,val,dataset/val/input/val_00025.png,dataset/val/target/val_00025.png,1598.jpg
val_00026,val,dataset/val/input/val_00026.png,dataset/val/target/val_00026.png,2881.jpg
val_00027,val,dataset/val/input/val_00027.png,dataset/val/target/val_00027.png,9797.jpg
val_00028,val,dataset/val/input/val_00028.png,dataset/val/target/val_00028.png,4667.jpg
val_00029,val,dataset/val/input/val_00029.png,dataset/val/target/val_00029.png,1823.jpg
val_00030,val,dataset/val/input/val_00030.png,dataset/val/target/val_00030.png,416.jpg
val_00031,val,dataset/val/input/val_00031.png,dataset/val/target/val_00031.png,9471.jpg
val_00032,val,dataset/val/input/val_00032.png,dataset/val/target/val_00032.png,2720.jpg
val_00033,val,dataset/val/input/val_00033.png,dataset/val/target/val_00033.png,4370.jpg
val_00034,val,dataset/val/input/val_00034.png,dataset/val/target/val_00034.png,9847.jpg
val_00035,val,dataset/val/input/val_00035.png,dataset/val/target/val_00035.png,97.jpg
val_00036,val,dataset/val/input/val_00036.png,dataset/val/target/val_00036.png,5930.jpg
val_00037,val,dataset/val/input/val_00037.png,dataset/val/target/val_00037.png,4039.jpg
val_00038,val,dataset/val/input/val_00038.png,dataset/val/target/val_00038.png,6815.jpg
val_00039,val,dataset/val/input/val_00039.png,dataset/val/target/val_00039.png,4888.jpg
val_00040,val,dataset/val/input/val_00040.png,dataset/val/target/val_00040.png,5590.jpg
val_00041,val,dataset/val/input/val_00041.png,dataset/val/target/val_00041.png,2473.jpg
val_00042,val,dataset/val/input/val_00042.png,dataset/val/target/val_00042.png,4846.jpg
val_00043,val,dataset/val/input/val_00043.png,dataset/val/target/val_00043.png,7044.jpg
val_00044,val,dataset/val/input/val_00044.png,dataset/val/target/val_00044.png,169.jpg
val_00045,val,dataset/val/input/val_00045.png,dataset/val/target/val_00045.png,322.jpg
val_00046,val,dataset/val/input/val_00046.png,dataset/val/target/val_00046.png,3508.jpg
val_00047,val,dataset/val/input/val_00047.png,dataset/val/target/val_00047.png,7834.jpg
val_00048,val,dataset/val/input/val_00048.png,dataset/val/target/val_00048.png,6721.jpg
val_00049,val,dataset/val/input/val_00049.png,dataset/val/target/val_00049.png,7828.jpg
val_00050,val,dataset/val/input/val_00050.png,dataset/val/target/val_00050.png,6440.jpg
val_00051,val,dataset/val/input/val_00051.png,dataset/val/target/val_00051.png,4438.jpg
val_00052,val,dataset/val/input/val_00052.png,dataset/val/target/val_00052.png,5410.jpg
val_00053,val,dataset/val/input/val_00053.png,dataset/val/target/val_00053.png,9953.jpg
val_00054,val,dataset/val/input/val_00054.png,dataset/val/target/val_00054.png,8696.jpg
val_00055,val,dataset/val/input/val_00055.png,dataset/val/target/val_00055.png,3599.jpg
val_00056,val,dataset/val/input/val_00056.png,dataset/val/target/val_00056.png,3771.jpg
val_00057,val,dataset/val/input/val_00057.png,dataset/val/target/val_00057.png,1611.jpg
val_00058,val,dataset/val/input/val_00058.png,dataset/val/target/val_00058.png,3746.jpg
val_00059,val,dataset/val/input/val_00059.png,dataset/val/target/val_00059.png,5497.jpg
test_00000,test,dataset/test/input/test_00000.png,dataset/test/target/test_00000.png,3868.jpg
test_00001,test,dataset/test/input/test_00001.png,dataset/test/target/test_00001.png,1715.jpg
test_00002,test,dataset/test/input/test_00002.png,dataset/test/target/test_00002.png,2519.jpg
test_00003,test,dataset/test/input/test_00003.png,dataset/test/target/test_00003.png,5043.jpg
test_00004,test,dataset/test/input/test_00004.png,dataset/test/target/test_00004.png,3784.jpg
test_00005,test,dataset/test/input/test_00005.png,dataset/test/target/test_00005.png,4403.jpg
test_00006,test,dataset/test/input/test_00006.png,dataset/test/target/test_00006.png,1616.jpg
test_00007,test,dataset/test/input/test_00007.png,dataset/test/target/test_00007.png,1824.jpg
test_00008,test,dataset/test/input/test_00008.png,dataset/test/target/test_00008.png,6507.jpg
test_00009,test,dataset/test/input/test_00009.png,dataset/test/target/test_00009.png,9437.jpg
test_00010,test,dataset/test/input/test_00010.png,dataset/test/target/test_00010.png,7257.jpg
test_00011,test,dataset/test/input/test_00011.png,dataset/test/target/test_00011.png,1255.jpg
test_00012,test,dataset/test/input/test_00012.png,dataset/test/target/test_00012.png,2990.jpg
test_00013,test,dataset/test/input/test_00013.png,dataset/test/target/test_00013.png,8266.jpg
test_00014,test,dataset/test/input/test_00014.png,dataset/test/target/test_00014.png,8418.jpg
test_00015,test,dataset/test/input/test_00015.png,dataset/test/target/test_00015.png,8594.jpg
test_00016,test,dataset/test/input/test_00016.png,dataset/test/target/test_00016.png,914.jpg
test_00017,test,dataset/test/input/test_00017.png,dataset/test/target/test_00017.png,32.jpg
test_00018,test,dataset/test/input/test_00018.png,dataset/test/target/test_00018.png,9760.jpg
test_00019,test,dataset/test/input/test_00019.png,dataset/test/target/test_00019.png,4975.jpg
test_00020,test,dataset/test/input/test_00020.png,dataset/test/target/test_00020.png,6425.jpg
test_00021,test,dataset/test/input/test_00021.png,dataset/test/target/test_00021.png,7367.jpg
test_00022,test,dataset/test/input/test_00022.png,dataset/test/target/test_00022.png,3283.jpg
test_00023,test,dataset/test/input/test_00023.png,dataset/test/target/test_00023.png,3947.jpg
test_00024,test,dataset/test/input/test_00024.png,dataset/test/target/test_00024.png,9023.jpg
test_00025,test,dataset/test/input/test_00025.png,dataset/test/target/test_00025.png,5610.jpg
test_00026,test,dataset/test/input/test_00026.png,dataset/test/target/test_00026.png,5508.jpg
test_00027,test,dataset/test/input/test_00027.png,dataset/test/target/test_00027.png,1368.jpg
test_00028,test,dataset/test/input/test_00028.png,dataset/test/target/test_00028.png,5787.jpg
test_00029,test,dataset/test/input/test_00029.png,dataset/test/target/test_00029.png,3740.jpg
test_00030,test,dataset/test/input/test_00030.png,dataset/test/target/test_00030.png,9948.jpg
test_00031,test,dataset/test/input/test_00031.png,dataset/test/target/test_00031.png,5414.jpg
test_00032,test,dataset/test/input/test_00032.png,dataset/test/target/test_00032.png,4159.jpg
test_00033,test,dataset/test/input/test_00033.png,dataset/test/target/test_00033.png,8009.jpg
test_00034,test,dataset/test/input/test_00034.png,dataset/test/target/test_00034.png,8622.jpg
test_00035,test,dataset/test/input/test_00035.png,dataset/test/target/test_00035.png,1405.jpg
test_00036,test,dataset/test/input/test_00036.png,dataset/test/target/test_00036.png,4346.jpg
test_00037,test,dataset/test/input/test_00037.png,dataset/test/target/test_00037.png,1551.jpg
test_00038,test,dataset/test/input/test_00038.png,dataset/test/target/test_00038.png,577.jpg
test_00039,test,dataset/test/input/test_00039.png,dataset/test/target/test_00039.png,142.jpg
test_00040,test,dataset/test/input/test_00040.png,dataset/test/target/test_00040.png,717.jpg
test_00041,test,dataset/test/input/test_00041.png,dataset/test/target/test_00041.png,2352.jpg
test_00042,test,dataset/test/input/test_00042.png,dataset/test/target/test_00042.png,5926.jpg
test_00043,test,dataset/test/input/test_00043.png,dataset/test/target/test_00043.png,400.jpg
test_00044,test,dataset/test/input/test_00044.png,dataset/test/target/test_00044.png,9049.jpg
test_00045,test,dataset/test/input/test_00045.png,dataset/test/target/test_00045.png,6634.jpg
test_00046,test,dataset/test/input/test_00046.png,dataset/test/target/test_00046.png,621.jpg
test_00047,test,dataset/test/input/test_00047.png,dataset/test/target/test_00047.png,3464.jpg
test_00048,test,dataset/test/input/test_00048.png,dataset/test/target/test_00048.png,9747.jpg
test_00049,test,dataset/test/input/test_00049.png,dataset/test/target/test_00049.png,7479.jpg
test_00050,test,dataset/test/input/test_00050.png,dataset/test/target/test_00050.png,7410.jpg
test_00051,test,dataset/test/input/test_00051.png,dataset/test/target/test_00051.png,5392.jpg
test_00052,test,dataset/test/input/test_00052.png,dataset/test/target/test_00052.png,7228.jpg
test_00053,test,dataset/test/input/test_00053.png,dataset/test/target/test_00053.png,9756.jpg
test_00054,test,dataset/test/input/test_00054.png,dataset/test/target/test_00054.png,8549.jpg
test_00055,test,dataset/test/input/test_00055.png,dataset/test/target/test_00055.png,1463.jpg
test_00056,test,dataset/test/input/test_00056.png,dataset/test/target/test_00056.png,8152.jpg
test_00057,test,dataset/test/input/test_00057.png,dataset/test/target/test_00057.png,2039.jpg
test_00058,test,dataset/test/input/test_00058.png,dataset/test/target/test_00058.png,3341.jpg
test_00059,test,dataset/test/input/test_00059.png,dataset/test/target/test_00059.png,5625.jpg
